# Model hyperparameter values by iteration
# iter              npts                   kernel.variance   kernel.lengthscale  kernel_1.lengthscale  kernel_2.lengthscale  kernel_3.lengthscale  kernel_4.lengthscale  kernel_5.lengthscale  kernel_6.lengthscale  kernel_7.lengthscale
  2.4800000000E+02  2.5800000000E+02       1.6272536689E+03  6.0873351350E+00  5.7751008622E+01  7.7026164711E+01  2.6209973760E+01  2.7726055505E+01  7.9707393503E+02  7.3173335259E+02  7.4612826761E+02
  2.4900000000E+02  2.5900000000E+02       1.6242664770E+03  6.1049946092E+00  5.8195599495E+01  7.7490248819E+01  2.6217822906E+01  2.7728930193E+01  8.0141215362E+02  7.3676700407E+02  7.5056020885E+02
  2.5000000000E+02  2.6000000000E+02       1.6201335256E+03  6.1356833859E+00  5.8394630817E+01  7.7896720455E+01  2.6202137532E+01  2.7701349448E+01  8.0395927269E+02  7.3971625888E+02  7.5309624941E+02
  2.5100000000E+02  2.6100000000E+02       1.6200491191E+03  6.1599918221E+00  5.8576777896E+01  7.8119906271E+01  2.6211947306E+01  2.7748852601E+01  8.0401717197E+02  7.3977191612E+02  7.5320284810E+02
  2.5200000000E+02  2.6200000000E+02       1.6153850416E+03  6.2020057044E+00  5.9035621681E+01  7.8625454302E+01  2.6210113293E+01  2.7743103444E+01  8.0934783940E+02  7.4314147221E+02  7.6097030872E+02
  2.5300000000E+02  2.6300000000E+02       1.6119265628E+03  6.2104219238E+00  5.9219510138E+01  7.8797757229E+01  2.6250216206E+01  2.7686363726E+01  8.1399243259E+02  7.4586731480E+02  7.6282058927E+02
  2.5400000000E+02  2.6400000000E+02       1.6118886166E+03  6.1647263357E+00  5.8925588686E+01  7.8952625673E+01  2.6369431520E+01  2.7603075510E+01  8.1402147250E+02  7.4586993442E+02  7.6284231414E+02
  2.5500000000E+02  2.6500000000E+02       1.6059995150E+03  6.1872736219E+00  5.9371341484E+01  7.9307658400E+01  2.6400340449E+01  2.7574261046E+01  8.1923627036E+02  7.4859485100E+02  7.6842951539E+02
  2.5600000000E+02  2.6600000000E+02       1.6059457205E+03  6.1945858073E+00  5.9492181849E+01  7.9992360283E+01  2.6361622690E+01  2.7657653723E+01  8.1927901425E+02  7.4866772165E+02  7.6848071562E+02
  2.5700000000E+02  2.6700000000E+02       1.5994539906E+03  6.2114321286E+00  6.0132290904E+01  7.9941948225E+01  2.6171407580E+01  2.7782473904E+01  8.2769505097E+02  7.5894418348E+02  7.7389452326E+02
  2.5800000000E+02  2.6800000000E+02       1.5965485331E+03  6.2331302743E+00  6.0836589434E+01  8.1115006163E+01  2.6082488742E+01  2.7780329452E+01  8.3091607858E+02  7.6246042365E+02  7.7958582966E+02
  2.5900000000E+02  2.6900000000E+02       1.5925249508E+03  6.2787673200E+00  6.1126205691E+01  8.1711408005E+01  2.6047937237E+01  2.7747073928E+01  8.3349744960E+02  7.7068524309E+02  7.8131128642E+02
  2.6000000000E+02  2.7000000000E+02       1.5896673803E+03  6.2809130596E+00  6.1385867741E+01  8.1927873243E+01  2.6078349098E+01  2.7735909315E+01  8.3465379833E+02  7.7400801870E+02  7.8743227932E+02
  2.6100000000E+02  2.7100000000E+02       1.5896554077E+03  6.2637027880E+00  6.1179162309E+01  8.2073776818E+01  2.6438118922E+01  2.7543953674E+01  8.3470541918E+02  7.7401487816E+02  7.8745841445E+02
  2.6200000000E+02  2.7200000000E+02       1.5895491186E+03  6.2827171290E+00  6.1309760939E+01  8.2773752070E+01  2.6474151602E+01  2.7464408018E+01  8.3480572579E+02  7.7414465417E+02  7.8753464125E+02
  2.6300000000E+02  2.7300000000E+02       1.5812320747E+03  6.2871144814E+00  6.1694589687E+01  8.3103513308E+01  2.6416935015E+01  2.7501220165E+01  8.4283502356E+02  7.8305452384E+02  7.9513199329E+02
  2.6400000000E+02  2.7400000000E+02       1.5812095681E+03  6.2781414711E+00  6.2044556168E+01  8.3659198932E+01  2.6503597107E+01  2.7488905019E+01  8.4292200847E+02  7.8319417174E+02  7.9521994415E+02
  2.6500000000E+02  2.7500000000E+02       1.5755406590E+03  6.2821801372E+00  6.2295740815E+01  8.3757792865E+01  2.6462072913E+01  2.7528567292E+01  8.4893093368E+02  7.8954345111E+02  8.0174010353E+02
  2.6600000000E+02  2.7600000000E+02       1.5755074199E+03  6.3153698199E+00  6.2500232771E+01  8.3953544737E+01  2.6469323195E+01  2.7537262344E+01  8.4897478652E+02  7.8958912259E+02  8.0181735728E+02
  2.6700000000E+02  2.7700000000E+02       1.5755066103E+03  6.3773861345E+00  6.2505069826E+01  8.3955547569E+01  2.6194333057E+01  2.7808168980E+01  8.4897854346E+02  7.8959103313E+02  8.0182265850E+02
  2.6800000000E+02  2.7800000000E+02       1.5715371296E+03  6.3843177736E+00  6.3374258579E+01  8.4358560073E+01  2.6154168108E+01  2.7795638597E+01  8.5787388150E+02  7.9740004346E+02  8.1478452242E+02
  2.6900000000E+02  2.7900000000E+02       1.5714937069E+03  6.4212525004E+00  6.3459974315E+01  8.4527918659E+01  2.6168815271E+01  2.7793613180E+01  8.5791251945E+02  7.9748103516E+02  8.1484436678E+02
  2.7000000000E+02  2.8000000000E+02       1.5647894514E+03  6.4829695803E+00  6.3594795329E+01  8.4998959883E+01  2.6127919716E+01  2.7682922290E+01  8.6152236354E+02  8.0514515614E+02  8.2324778785E+02
  2.7100000000E+02  2.8100000000E+02       1.5647622519E+03  6.5171634967E+00  6.3720396961E+01  8.4939780764E+01  2.6062724059E+01  2.7746854886E+01  8.6156595457E+02  8.0517994678E+02  8.2327279051E+02
  2.7200000000E+02  2.8200000000E+02       1.5571020470E+03  6.5065156099E+00  6.3934091100E+01  8.5464472006E+01  2.5983835581E+01  2.7721463220E+01  8.6689704726E+02  8.1075723581E+02  8.2631975034E+02
  2.7300000000E+02  2.8300000000E+02       1.5569823371E+03  6.5279163085E+00  6.4062430188E+01  8.5885066189E+01  2.6004638686E+01  2.7729166508E+01  8.6706154422E+02  8.1091833014E+02  8.2637383117E+02
  2.7400000000E+02  2.8400000000E+02       1.5493755448E+03  6.5505815168E+00  6.4466371155E+01  8.6304162660E+01  2.6037529005E+01  2.7630107205E+01  8.7364870939E+02  8.2089963669E+02  8.3213953004E+02
  2.7500000000E+02  2.8500000000E+02       1.5471891179E+03  6.5214838591E+00  6.4868826706E+01  8.7311664746E+01  2.6047246860E+01  2.7591674868E+01  8.8370794111E+02  8.2633040608E+02  8.3640266772E+02
  2.7600000000E+02  2.8600000000E+02       1.5471336103E+03  6.5374015813E+00  6.5102055100E+01  8.8038384683E+01  2.6066727583E+01  2.7595202956E+01  8.8372562748E+02  8.2647736946E+02  8.3651020609E+02
  2.7700000000E+02  2.8700000000E+02       1.5416067384E+03  6.5436680567E+00  6.5443902307E+01  8.8341610916E+01  2.6085260055E+01  2.7578583152E+01  8.8818700897E+02  8.3351739239E+02  8.4425263180E+02
  2.7800000000E+02  2.8800000000E+02       1.5416390033E+03  6.5009976631E+00  6.5372756957E+01  8.7744615328E+01  2.6031204645E+01  2.7579950540E+01  8.8829226717E+02  8.3355261078E+02  8.4413201567E+02
  2.7900000000E+02  2.8900000000E+02       1.5416110553E+03  6.5349235559E+00  6.5683086441E+01  8.8346948984E+01  2.6009272524E+01  2.7496277722E+01  8.8849358659E+02  8.3354042117E+02  8.4403864643E+02
  2.8000000000E+02  2.9000000000E+02       1.5366611818E+03  6.4971474873E+00  6.5736448678E+01  8.8918005636E+01  2.5893780054E+01  2.7609536831E+01  8.9834140283E+02  8.3689208105E+02  8.4347079818E+02
  2.8100000000E+02  2.9100000000E+02       1.5365930792E+03  6.5073754370E+00  6.6160803010E+01  8.9789893351E+01  2.5906163100E+01  2.7610367229E+01  8.9840452922E+02  8.3700850929E+02  8.4352586778E+02
  2.8200000000E+02  2.9200000000E+02       1.5290731581E+03  6.5223923959E+00  6.6604481100E+01  9.0226502336E+01  2.5878228457E+01  2.7591880695E+01  9.0636476443E+02  8.4543943629E+02  8.4842684692E+02
  2.8300000000E+02  2.9300000000E+02       1.5290547219E+03  6.5368818703E+00  6.6948578937E+01  9.0433135645E+01  2.5892513357E+01  2.7595880846E+01  9.0643869314E+02  8.4547918709E+02  8.4843326504E+02
  2.8400000000E+02  2.9400000000E+02       1.5290521387E+03  6.5545461507E+00  6.7458613886E+01  9.0516201942E+01  2.5916052760E+01  2.7628220001E+01  9.0651108488E+02  8.4553431742E+02  8.4845320137E+02
  2.8500000000E+02  2.9500000000E+02       1.5253700168E+03  6.5197812027E+00  6.7846210446E+01  9.0715438580E+01  2.5748147286E+01  2.7697646233E+01  9.1909584603E+02  8.5204047049E+02  8.4754795751E+02
  2.8600000000E+02  2.9600000000E+02       1.5253262762E+03  6.5245181452E+00  6.7989284628E+01  9.1616669878E+01  2.5758965559E+01  2.7651482308E+01  9.1912414292E+02  8.5215893416E+02  8.4765337642E+02
  2.8700000000E+02  2.9700000000E+02       1.5199211126E+03  6.5253100959E+00  6.8403462454E+01  9.2204543847E+01  2.5720443296E+01  2.7677049357E+01  9.2491808680E+02  8.6602000270E+02  8.5959750546E+02
  2.8800000000E+02  2.9800000000E+02       1.5199211206E+03  6.5220481783E+00  6.8410135445E+01  9.2207423252E+01  2.5801581434E+01  2.7599685819E+01  9.2491921265E+02  8.6602158618E+02  8.5959670615E+02
  2.8900000000E+02  2.9900000000E+02       1.5141449754E+03  6.5225436231E+00  6.9163479469E+01  9.3119362447E+01  2.5751177908E+01  2.7541759487E+01  9.3449090632E+02  8.7498654423E+02  8.6282299307E+02
  2.9000000000E+02  3.0000000000E+02       1.5141515999E+03  6.4928748847E+00  6.9520319130E+01  9.3031329296E+01  2.5769594422E+01  2.7613888787E+01  9.3448654751E+02  8.7500916501E+02  8.6284287400E+02
  2.9100000000E+02  3.0100000000E+02       1.5141500016E+03  6.5184913396E+00  6.9527213455E+01  9.3036112789E+01  2.5793496546E+01  2.7626648241E+01  9.3448799244E+02  8.7501105999E+02  8.6284449593E+02
  2.9200000000E+02  3.0200000000E+02       1.5064743751E+03  6.5265411662E+00  6.9941283283E+01  9.3803670901E+01  2.5794558442E+01  2.7565505979E+01  9.4403839949E+02  8.8398283540E+02  8.7237483926E+02
  2.9300000000E+02  3.0300000000E+02       1.5064742516E+03  6.5938472819E+00  6.9940984732E+01  9.3811135852E+01  2.5767847687E+01  2.7584450681E+01  9.4403947117E+02  8.8398478141E+02  8.7237632096E+02
  2.9400000000E+02  3.0400000000E+02       1.5063947917E+03  6.6041987143E+00  7.0188560557E+01  9.4809622373E+01  2.5795257837E+01  2.7557696262E+01  9.4413049034E+02  8.8411260064E+02  8.7246463695E+02
  2.9500000000E+02  3.0500000000E+02       1.5063907617E+03  6.5908778591E+00  7.0184367145E+01  9.4813544788E+01  2.5899928553E+01  2.7532918749E+01  9.4413226754E+02  8.8411776058E+02  8.7246761451E+02
  2.9600000000E+02  3.0600000000E+02       1.4973514678E+03  6.6006706982E+00  7.0363213093E+01  9.5364660232E+01  2.5867976571E+01  2.7512773129E+01  9.4987776501E+02  8.9279406331E+02  8.7914727391E+02
  2.9700000000E+02  3.0700000000E+02       1.4972948265E+03  6.6106671335E+00  7.0487742149E+01  9.5634930219E+01  2.5948887761E+01  2.7481043426E+01  9.5001278402E+02  8.9290947741E+02  8.7922330176E+02
  2.9800000000E+02  3.0800000000E+02       1.4921604124E+03  6.6437198752E+00  7.0860104186E+01  9.6148542981E+01  2.5947372944E+01  2.7440297537E+01  9.5878302611E+02  9.0018748447E+02  8.8434264429E+02
  2.9900000000E+02  3.0900000000E+02       1.4921596990E+03  6.6647209813E+00  7.0868974850E+01  9.6151271133E+01  2.5986615046E+01  2.7432377740E+01  9.5878443370E+02  9.0018980690E+02  8.8434370699E+02
  3.0000000000E+02  3.1000000000E+02       1.4906030021E+03  6.6698619944E+00  7.1583183610E+01  9.6792109049E+01  2.6007832048E+01  2.7390467628E+01  9.6872113852E+02  9.0950215668E+02  8.9481740928E+02
  3.0100000000E+02  3.1100000000E+02       1.4906015593E+03  6.6939310524E+00  7.1588531711E+01  9.6796734371E+01  2.6053294136E+01  2.7407326369E+01  9.6872158236E+02  9.0950334853E+02  8.9481820010E+02
  3.0200000000E+02  3.1200000000E+02       1.4904016708E+03  6.7072578553E+00  7.2033359040E+01  9.7325526084E+01  2.5961723001E+01  2.7519560676E+01  9.6873845365E+02  9.0963543116E+02  8.9491895292E+02
  3.0300000000E+02  3.1300000000E+02       1.4903979303E+03  6.7179977546E+00  7.2038794105E+01  9.7326501905E+01  2.5972072905E+01  2.7566965143E+01  9.6873904957E+02  9.0963822186E+02  8.9492048815E+02
  3.0400000000E+02  3.1400000000E+02       1.4902646622E+03  6.7592148151E+00  7.2872629373E+01  9.7441393500E+01  2.5909565651E+01  2.7526663280E+01  9.6872139955E+02  9.0969242212E+02  8.9497079395E+02
  3.0500000000E+02  3.1500000000E+02       1.4750968003E+03  6.7462759243E+00  7.3216275418E+01  9.7916768974E+01  2.5869033130E+01  2.7471202075E+01  9.7128165495E+02  9.1802936395E+02  9.0377493137E+02
  3.0600000000E+02  3.1600000000E+02       1.4735408258E+03  6.7551248993E+00  7.3685779407E+01  9.8354062062E+01  2.5801211974E+01  2.7490735611E+01  9.7858850974E+02  9.2794242050E+02  9.0864997623E+02
  3.0700000000E+02  3.1700000000E+02       1.4734490027E+03  6.7572701757E+00  7.4226631046E+01  9.9358429474E+01  2.5802494319E+01  2.7513172085E+01  9.7860319654E+02  9.2799555676E+02  9.0868677571E+02
  3.0800000000E+02  3.1800000000E+02       1.4733220222E+03  6.7705124172E+00  7.4451759446E+01  9.9939726328E+01  2.5776635033E+01  2.7530648451E+01  9.7864348439E+02  9.2810730798E+02  9.0878439420E+02
  3.0900000000E+02  3.1900000000E+02       1.4629025920E+03  6.7574542772E+00  7.4944696107E+01  1.0048215229E+02  2.5752345845E+01  2.7491196012E+01  9.8720825248E+02  9.3753712469E+02  9.1743354743E+02
  3.1000000000E+02  3.2000000000E+02       1.4628987489E+03  6.7995975908E+00  7.5212870033E+01  1.0160826866E+02  2.5758600935E+01  2.7453462381E+01  9.8730620000E+02  9.3765517478E+02  9.1751779216E+02
  3.1100000000E+02  3.2100000000E+02       1.4567993532E+03  6.7534105925E+00  7.6278393971E+01  1.0230889292E+02  2.5648590594E+01  2.7463156762E+01  9.9759477584E+02  9.4793683680E+02  9.2261622278E+02
  3.1200000000E+02  3.2200000000E+02       1.4568067085E+03  6.7980682272E+00  7.6619435764E+01  1.0262096052E+02  2.5612198754E+01  2.7499434671E+01  9.9760730680E+02  9.4797122071E+02  9.2262549753E+02
  3.1300000000E+02  3.2300000000E+02       1.4567611502E+03  6.8431710708E+00  7.6448529706E+01  1.0298397115E+02  2.5659120052E+01  2.7456689996E+01  9.9766044235E+02  9.4805684428E+02  9.2265278894E+02
  3.1400000000E+02  3.2400000000E+02       1.4500458490E+03  6.8389452205E+00  7.6846551309E+01  1.0337362979E+02  2.5684889312E+01  2.7410615601E+01  1.0061074710E+03  9.5756397855E+02  9.2910340883E+02
  3.1500000000E+02  3.2500000000E+02       1.4513277289E+03  6.8605019148E+00  7.7253962309E+01  1.0438943490E+02  2.5706109662E+01  2.7400219924E+01  1.0132406537E+03  9.6681801524E+02  9.3039295226E+02
  3.1600000000E+02  3.2600000000E+02       1.4504740866E+03  6.8805864596E+00  7.7451965329E+01  1.0498891209E+02  2.5746323323E+01  2.7359120294E+01  1.0155657534E+03  9.6923331492E+02  9.3745705297E+02
  3.1700000000E+02  3.2700000000E+02       1.4504309906E+03  6.8793499472E+00  7.8120081164E+01  1.0507291824E+02  2.5706747033E+01  2.7408247598E+01  1.0155937306E+03  9.6924634914E+02  9.3745576227E+02
  3.1800000000E+02  3.2800000000E+02       1.4426481157E+03  6.8690121347E+00  7.8556547594E+01  1.0642863033E+02  2.5659557641E+01  2.7371301641E+01  1.0205090247E+03  9.7400848230E+02  9.4492206410E+02
  3.1900000000E+02  3.2900000000E+02       1.4433380279E+03  6.9017724666E+00  7.9036855729E+01  1.0719733593E+02  2.5665797484E+01  2.7358984304E+01  1.0259099653E+03  9.8012070406E+02  9.5244556903E+02
  3.2000000000E+02  3.3000000000E+02       1.4432981786E+03  6.9019746430E+00  7.9402751799E+01  1.0750918158E+02  2.5681419621E+01  2.7396713373E+01  1.0259311372E+03  9.8014571207E+02  9.5247024708E+02
  3.2100000000E+02  3.3100000000E+02       1.4428180648E+03  6.9409064055E+00  7.9106779047E+01  1.0735351847E+02  2.5938250831E+01  2.7155659745E+01  1.0306097114E+03  9.9000198977E+02  9.5917928083E+02
  3.2200000000E+02  3.3200000000E+02       1.4428166871E+03  6.9772742217E+00  7.9106125039E+01  1.0735254184E+02  2.5786927433E+01  2.7170766642E+01  1.0306113838E+03  9.9000208631E+02  9.5917926303E+02
  3.2300000000E+02  3.3300000000E+02       1.4335689567E+03  6.9642648435E+00  7.9348950044E+01  1.0763867145E+02  2.5774861266E+01  2.7153273100E+01  1.0403521104E+03  9.9554260885E+02  9.6139852309E+02
  3.2400000000E+02  3.3400000000E+02       1.4320026232E+03  6.9554398215E+00  7.9171950479E+01  1.0777395484E+02  2.5594967676E+01  2.7144517895E+01  1.0435623467E+03  1.0078474562E+03  9.5819909883E+02
  3.2500000000E+02  3.3500000000E+02       1.4320017896E+03  6.9358117028E+00  7.9174796585E+01  1.0777697870E+02  2.5526404030E+01  2.7249685294E+01  1.0435626922E+03  1.0078478919E+03  9.5819899386E+02
  3.2600000000E+02  3.3600000000E+02       1.4319087646E+03  6.9519651233E+00  7.9810138951E+01  1.0813167168E+02  2.5585480264E+01  2.7138981505E+01  1.0436176586E+03  1.0079058666E+03  9.5819513211E+02
  3.2700000000E+02  3.3700000000E+02       1.4211232624E+03  6.9346444344E+00  7.9997127714E+01  1.0871041116E+02  2.5575902720E+01  2.7110794182E+01  1.0513096573E+03  1.0156426667E+03  9.6026760912E+02
  3.2800000000E+02  3.3800000000E+02       1.4211152906E+03  6.9605355870E+00  8.0311445219E+01  1.0915514654E+02  2.5575456112E+01  2.7123873909E+01  1.0513761450E+03  1.0156988029E+03  9.6031701250E+02
  3.2900000000E+02  3.3900000000E+02       1.4193372587E+03  6.9816451826E+00  8.0859272310E+01  1.1001773071E+02  2.5569570125E+01  2.7108755564E+01  1.0640832266E+03  1.0310679688E+03  9.7123078836E+02
  3.3000000000E+02  3.4000000000E+02       1.4193371762E+03  7.0191066775E+00  8.0861602225E+01  1.1002020757E+02  2.5546898185E+01  2.7104100072E+01  1.0640836527E+03  1.0310677735E+03  9.7123099687E+02
  3.3100000000E+02  3.4100000000E+02       1.4192957699E+03  7.0132116907E+00  8.1455026799E+01  1.1027095739E+02  2.5529385444E+01  2.7136030633E+01  1.0641135401E+03  1.0310860408E+03  9.7123737731E+02
  3.3200000000E+02  3.4200000000E+02       1.4165822080E+03  7.0225376304E+00  8.1731422539E+01  1.1060079606E+02  2.5534394653E+01  2.7151341645E+01  1.0715094687E+03  1.0371397741E+03  9.7347847236E+02
  3.3300000000E+02  3.4300000000E+02       1.4165239712E+03  7.0113760452E+00  8.2062165665E+01  1.1066078649E+02  2.5549809109E+01  2.7164738885E+01  1.0715638283E+03  1.0371658272E+03  9.7352638945E+02
  3.3400000000E+02  3.4400000000E+02       1.4098805924E+03  7.0155401389E+00  8.2081789998E+01  1.1098093144E+02  2.5589083646E+01  2.7071482591E+01  1.0851249237E+03  1.0338434406E+03  9.8241395780E+02
  3.3500000000E+02  3.4500000000E+02       1.4098455797E+03  7.0143799555E+00  8.2217246650E+01  1.1196662988E+02  2.5617658087E+01  2.7078498429E+01  1.0851011963E+03  1.0339645884E+03  9.8238947707E+02
  3.3600000000E+02  3.4600000000E+02       1.4098446970E+03  6.9059230217E+00  8.2218871583E+01  1.1196076608E+02  2.5596032256E+01  2.7153251588E+01  1.0851010455E+03  1.0339662785E+03  9.8238968514E+02
  3.3700000000E+02  3.4700000000E+02       1.4097143315E+03  6.9147247496E+00  8.2471797696E+01  1.1224886522E+02  2.5606728768E+01  2.7155200334E+01  1.0851180114E+03  1.0340805784E+03  9.8245555092E+02
  3.3800000000E+02  3.4800000000E+02       1.4097132766E+03  6.9476215595E+00  8.2472357813E+01  1.1225072571E+02  2.5623110564E+01  2.7167586978E+01  1.0851181878E+03  1.0340812514E+03  9.8245601350E+02
  3.3900000000E+02  3.4900000000E+02       1.3964517075E+03  6.9349988492E+00  8.2911526376E+01  1.1311993560E+02  2.5590397172E+01  2.7072889029E+01  1.0884522006E+03  1.0481903023E+03  9.9397334763E+02
  3.4000000000E+02  3.5000000000E+02       1.3964522633E+03  6.9367845509E+00  8.2911033297E+01  1.1312213865E+02  2.5619041337E+01  2.7041595479E+01  1.0884537910E+03  1.0481913404E+03  9.9397345225E+02
  3.4100000000E+02  3.5100000000E+02       1.3964631286E+03  6.9593789963E+00  8.3022809816E+01  1.1383347393E+02  2.5637181208E+01  2.7059347306E+01  1.0887219457E+03  1.0483499384E+03  9.9400984169E+02
  3.4200000000E+02  3.5200000000E+02       1.3922759306E+03  6.9925773676E+00  8.3427158681E+01  1.1420962520E+02  2.5623120942E+01  2.7022706174E+01  1.1072228122E+03  1.0626993211E+03  1.0005580661E+03
  3.4300000000E+02  3.5300000000E+02       1.3922891094E+03  6.9700498594E+00  8.3934667017E+01  1.1551458722E+02  2.5620854996E+01  2.7026200389E+01  1.1073268322E+03  1.0628338018E+03  1.0005489816E+03
  3.4400000000E+02  3.5400000000E+02       1.3922490953E+03  6.9995604493E+00  8.4217168825E+01  1.1601625780E+02  2.5631777667E+01  2.7031100774E+01  1.1074703033E+03  1.0630323587E+03  1.0005809064E+03
  3.4500000000E+02  3.5500000000E+02       1.3921958420E+03  7.0361568368E+00  8.4805283008E+01  1.1671024152E+02  2.5639093311E+01  2.6985106410E+01  1.1265251082E+03  1.0840145050E+03  1.0100582323E+03
  3.4600000000E+02  3.5600000000E+02       1.3873366407E+03  7.0698627712E+00  8.4894494042E+01  1.1679725445E+02  2.5618998976E+01  2.6988882585E+01  1.1216316634E+03  1.0859369255E+03  1.0087344824E+03
  3.4700000000E+02  3.5700000000E+02       1.3872723879E+03  7.0576870218E+00  8.5333991679E+01  1.1729468589E+02  2.5603351827E+01  2.7025573660E+01  1.1217275639E+03  1.0859515788E+03  1.0088023608E+03
  3.4800000000E+02  3.5800000000E+02       1.3801554385E+03  7.0500518447E+00  8.5383750465E+01  1.1806299583E+02  2.5628779717E+01  2.6972191063E+01  1.1331418325E+03  1.0908226942E+03  1.0167157031E+03
  3.4900000000E+02  3.5900000000E+02       1.3815434793E+03  7.0724905283E+00  8.5642305501E+01  1.1861330053E+02  2.5662975916E+01  2.6964701142E+01  1.1410359837E+03  1.0962830666E+03  1.0192600996E+03
  3.5000000000E+02  3.6000000000E+02       1.3814969077E+03  7.0424525592E+00  8.5435265117E+01  1.1853288220E+02  2.5693783295E+01  2.6941191138E+01  1.1410228836E+03  1.0962967962E+03  1.0192930879E+03
  3.5100000000E+02  3.6100000000E+02       1.3761451478E+03  7.0577566166E+00  8.5394046906E+01  1.1883378753E+02  2.5714519739E+01  2.6890383954E+01  1.1412658998E+03  1.0989201887E+03  1.0248377637E+03
  3.5200000000E+02  3.6200000000E+02       1.3761481524E+03  7.0585479911E+00  8.5701360535E+01  1.1917810454E+02  2.5763800804E+01  2.6906091174E+01  1.1412896476E+03  1.0989479577E+03  1.0248961938E+03
  3.5300000000E+02  3.6300000000E+02       1.3760865169E+03  7.0736826171E+00  8.5874001392E+01  1.1975831439E+02  2.5785654572E+01  2.6908030200E+01  1.1413880139E+03  1.0990208580E+03  1.0250593089E+03
  3.5400000000E+02  3.6400000000E+02       1.3760853206E+03  7.0896654886E+00  8.5876019399E+01  1.1976085179E+02  2.5805370545E+01  2.6923367060E+01  1.1413892720E+03  1.0990220483E+03  1.0250612806E+03
  3.5500000000E+02  3.6500000000E+02       1.3741486487E+03  7.0898873246E+00  8.6580525700E+01  1.2064843586E+02  2.5795152280E+01  2.6920035074E+01  1.1579220619E+03  1.1139317977E+03  1.0414535616E+03
  3.5600000000E+02  3.6600000000E+02       1.3709983042E+03  7.0440738337E+00  8.6756510810E+01  1.2105944480E+02  2.5813036439E+01  2.6932026407E+01  1.1564932966E+03  1.1099753689E+03  1.0406044541E+03
  3.5700000000E+02  3.6700000000E+02       1.3709971887E+03  7.0520831813E+00  8.6757475881E+01  1.2106537507E+02  2.5846253026E+01  2.6943776807E+01  1.1564936774E+03  1.1099758238E+03  1.0406052564E+03
  3.5800000000E+02  3.6800000000E+02       1.3708688979E+03  7.0534881026E+00  8.7250845593E+01  1.2156364442E+02  2.5860649222E+01  2.6948148824E+01  1.1565596748E+03  1.1100330416E+03  1.0406923571E+03
  3.5900000000E+02  3.6900000000E+02       1.3605586287E+03  7.0352285679E+00  8.7539715461E+01  1.2181320647E+02  2.5825681374E+01  2.6926159071E+01  1.1631466086E+03  1.1184127956E+03  1.0475238356E+03
  3.6000000000E+02  3.7000000000E+02       1.3605705228E+03  7.0462038514E+00  8.8181649983E+01  1.2169889586E+02  2.5838148467E+01  2.6920017003E+01  1.1632042484E+03  1.1184825357E+03  1.0476193975E+03
  3.6100000000E+02  3.7100000000E+02       1.3570877995E+03  7.0412631610E+00  8.8614627104E+01  1.2285859139E+02  2.5839622712E+01  2.6877007363E+01  1.1766556199E+03  1.1287656784E+03  1.0633819157E+03
  3.6200000000E+02  3.7200000000E+02       1.3570881536E+03  7.0859445772E+00  8.8615890636E+01  1.2285865082E+02  2.5813187456E+01  2.6871677184E+01  1.1766561633E+03  1.1287663487E+03  1.0633819534E+03
  3.6300000000E+02  3.7300000000E+02       1.3543124289E+03  7.0540083796E+00  8.9069271892E+01  1.2306360660E+02  2.5864769010E+01  2.6818588033E+01  1.1900976679E+03  1.1356411866E+03  1.0716106395E+03
  3.6400000000E+02  3.7400000000E+02       1.3543327341E+03  7.0588379563E+00  8.9262196059E+01  1.2385692168E+02  2.5760701778E+01  2.6811097697E+01  1.1901260901E+03  1.1357318258E+03  1.0716901111E+03
  3.6500000000E+02  3.7500000000E+02       1.3543329146E+03  7.1083072098E+00  8.9261831578E+01  1.2385920895E+02  2.5722871897E+01  2.6820170952E+01  1.1901262854E+03  1.1357326821E+03  1.0716915074E+03
  3.6600000000E+02  3.7600000000E+02       1.3543215518E+03  7.1362204947E+00  8.8926259958E+01  1.2507877058E+02  2.5698536235E+01  2.6776660739E+01  1.1901163899E+03  1.1358363455E+03  1.0718482765E+03
  3.6700000000E+02  3.7700000000E+02       1.3544624222E+03  7.1474490989E+00  8.9359720307E+01  1.2593948407E+02  2.5721809247E+01  2.6768432704E+01  1.1986291635E+03  1.1486275750E+03  1.0871641910E+03
  3.6800000000E+02  3.7800000000E+02       1.3544283181E+03  7.1478764935E+00  8.9683429831E+01  1.2611918873E+02  2.5746182194E+01  2.6785162217E+01  1.1986321714E+03  1.1486602537E+03  1.0871528559E+03
  3.6900000000E+02  3.7900000000E+02       1.3542370402E+03  7.2304339004E+00  9.0049968330E+01  1.2667656185E+02  2.5718130258E+01  2.6752475523E+01  1.1986262552E+03  1.1487768722E+03  1.0871378550E+03
  3.7000000000E+02  3.8000000000E+02       1.3542362476E+03  7.2570604829E+00  9.0050881688E+01  1.2667749848E+02  2.5733981878E+01  2.6763738025E+01  1.1986264659E+03  1.1487772704E+03  1.0871379254E+03
  3.7100000000E+02  3.8100000000E+02       1.3477646566E+03  7.2900909828E+00  9.0694681299E+01  1.2719564530E+02  2.5701170574E+01  2.6707653189E+01  1.2018260910E+03  1.1617930053E+03  1.0895080644E+03
  3.7200000000E+02  3.8200000000E+02       1.3476727610E+03  7.2936463504E+00  9.0928608103E+01  1.2777276017E+02  2.5723825447E+01  2.6711878727E+01  1.2018499440E+03  1.1618723361E+03  1.0895754257E+03
